Data,Produto,Categoria,Quantidade Vendida,Preço Unitário,Total de Vendas,Loja,ID
7/17/2024,Notebook B,Computadores,28,2500,202500,Loja 1,834
7/13/2024,Smartfone B,Celular,28,2000,100000,Loja 1,835
8/27/2024,Tablet A,Celular,28,1100,52800,Loja 1,836
7/26/2024,Tablet B,Celular,29,1000,3000,Loja 1,837
3/3/2024,Tablet B,Celular,29,1000,52000,Loja 1,838
9/9/2024,Tablet A,Celular,29,1100,16500,Loja 1,839
11/8/2024,Tablet A,Celular,29,1100,28600,Loja 1,840
3/11/2024,Tablet A,Celular,29,1100,40700,Loja 1,841
12/6/2024,Tablet A,Celular,29,1100,26400,Loja 1,842
5/12/2024,Smartfone B,Celular,29,2000,16000,Loja 1,843
11/30/2024,Tablet B,Celular,29,1000,1000,Loja 1,844
7/7/2024,Notebook B,Computadores,29,2500,77500,Loja 1,845
7/30/2024,Tablet B,Celular,29,1000,38000,Loja 1,846
10/22/2024,Smartfone B,Celular,29,2000,150000,Loja 1,847
5/27/2024,Tablet B,Celular,29,1000,90000,Loja 1,848
1/2/2024,Tablet A,Celular,29,1100,57200,Loja 1,849
5/19/2024,Tablet A,Celular,29,1100,44000,Loja 1,850
12/6/2024,Tablet B,Celular,29,1000,75000,Loja 1,851
2/2/2024,Tablet A,Celular,29,1100,81400,Loja 1,852
2/20/2024,Notebook A,Computadores,29,3000,171000,Loja 1,853
3/31/2024,Smartfone B,Celular,29,2000,58000,Loja 1,854
6/21/2024,Notebook B,Computadores,29,2500,110000,Loja 1,855
1/14/2024,Tablet A,Celular,29,,0,Loja 1,856
11/16/2024,Notebook B,Computadores,29,2500,172500,Loja 1,857
12/4/2024,Tablet B,Celular,29,1000,8000,Loja 1,858
12/7/2024,Tablet A,Celular,29,1100,83600,Loja 1,859
1/10/2024,Notebook A,Computadores,29,3000,63000,Loja 1,860
6/24/2024,Tablet B,Celular,30,1000,23000,Loja 1,861
12/3/2024,Smartfone A,Celular,30,2200,15400,Loja 1,862
3/2/2024,Smartfone B,Celular,30,2000,6000,Loja 1,863
10/1/2024,Tablet A,Celular,30,1100,88000,Loja 1,864
10/3/2024,Smartfone A,Celular,30,2200,2200,Loja 1,865
8/2/2024,Tablet A,Celular,30,1100,9900,Loja 1,866
5/8/2024,Tablet B,Celular,30,1000,93000,Loja 1,867
1/27/2024,Tablet B,Celular,30,1000,98000,Loja 1,868
6/21/2024,Notebook B,Computadores,30,2500,212500,Loja 1,869
6/21/2024,Smartfone B,Celular,30,2000,174000,Loja 1,870
11/2/2024,Tablet B,Celular,30,1000,39000,Loja 1,871
12/3/2024,Tablet A,Celular,30,1100,82500,Loja 1,872
11/16/2024,Smartfone B,Celular,30,2000,154000,Loja 1,873
5/24/2024,Smartfone B,Celular,30,2000,58000,Loja 1,874
9/22/2024,Tablet A,Celular,30,1100,80300,Loja 1,875
6/30/2024,Notebook B,Computadores,30,2500,205000,Loja 1,876
1/29/2024,Smartfone A,Celular,30,2200,85800,Loja 1,877
9/27/2024,Smartfone B,Celular,30,2000,4000,Loja 1,878
3/6/2024,Tablet A,Celular,30,1100,97900,Loja 1,879
1/4/2024,Tablet B,Celular,30,1000,5000,Loja 1,880
7/27/2024,Tablet B,Celular,30,1000,3000,Loja 1,881
6/4/2024,Tablet C,Celular,30,800,800,Loja 1,882
7/12/2024,Notebook A,Computadores,30,3000,216000,Loja 1,883
6/14/2024,Smartfone B,Celular,30,2000,32000,Loja 1,884
9/21/2024,Tablet A,Celular,31,1100,53900,Loja 1,885
7/20/2024,Smartfone A,Celular,31,2200,140800,Loja 1,886
8/30/2024,Tablet B,Celular,31,1000,88000,Loja 1,887
5/8/2024,Tablet A,Celular,31,1100,27500,Loja 1,888
8/8/2024,Tablet B,Celular,31,1000,90000,Loja 1,889
6/2/2024,Tablet B,Celular,31,1000,4000,Loja 1,890
12/21/2024,Tablet A,Celular,31,1100,100100,Loja 1,891
7/3/2024,Smartfone B,Celular,31,2000,100000,Loja 1,892
8/3/2024,Tablet B,Celular,31,1000,93000,Loja 1,893
7/25/2024,Smartfone B,Celular,31,2000,48000,Loja 1,894
10/5/2024,Tablet B,Celular,31,1000,29000,Loja 1,895
10/19/2024,Tablet B,Celular,31,1000,16000,Loja 1,896
2/26/2024,Tablet B,Celular,31,1000,69000,Loja 1,897
5/24/2024,Tablet B,Celular,31,1000,37000,Loja 1,898
3/27/2024,Notebook B,Computadores,31,2500,22500,Loja 1,899
7/23/2024,Tablet A,Celular,31,1100,50600,Loja 1,900
4/3/2024,Tablet C,Celular,31,800,4800,Loja 1,901
5/8/2024,Smartfone B,Celular,31,2000,8000,Loja 1,902
12/1/2024,Tablet C,Celular,31,800,37600,Loja 1,903
8/8/2024,Tablet A,Celular,31,1100,36300,Loja 1,904
3/1/2024,Tablet B,Celular,31,1000,6000,Loja 1,905
10/27/2024,Notebook B,Computadores,31,2500,222500,Loja 1,906
7/15/2024,Notebook B,Computadores,31,2500,142500,Loja 1,907
6/19/2024,Tablet B,Celular,31,1000,47000,Loja 1,908
5/19/2024,Notebook B,Computadores,31,2500,230000,Loja 1,909
10/2/2024,Tablet B,Celular,31,1000,91000,Loja 1,910
10/4/2024,Tablet B,Celular,31,1000,60000,Loja 1,911
1/10/2024,Tablet B,Celular,31,1000,28000,Loja 1,912
11/17/2024,Tablet B,Celular,31,1000,76000,Loja 1,913
12/15/2024,Notebook B,Computadores,31,2500,25000,Loja 1,914
10/23/2024,Notebook B,Computadores,31,2500,167500,Loja 1,915
5/7/2024,Notebook A,Computadores,31,3000,273000,Loja 1,916
6/19/2024,Tablet B,Celular,31,1000,27000,Loja 1,917
10/20/2024,Tablet B,Celular,31,1000,86000,Loja 1,918
8/22/2024,Tablet B,Celular,31,1000,37000,Loja 1,919
1/27/2024,Tablet B,Celular,31,1000,17000,Loja 1,920
5/23/2024,Notebook B,Computadores,32,2500,157500,Loja 1,921
12/19/2024,Tablet B,Celular,32,1000,59000,Loja 1,922
2/24/2024,Tablet A,Celular,32,1100,97900,Loja 1,923
11/9/2024,Tablet B,Celular,32,1000,4000,Loja 1,924
2/1/2024,Smartfone A,Celular,32,2200,28600,Loja 1,925
12/18/2024,Notebook A,Computadores,32,3000,210000,Loja 1,926
4/3/2024,Tablet B,Celular,32,1000,94000,Loja 1,927
9/28/2024,Tablet C,Celular,32,800,54400,Loja 1,928
3/30/2024,Smartfone B,Celular,32,2000,12000,Loja 1,929
8/12/2024,Smartfone B,Celular,32,2000,102000,Loja 1,930
6/11/2024,Tablet B,Celular,32,1000,69000,Loja 1,931
7/2/2024,Smartfone B,Celular,32,2000,180000,Loja 1,932
7/17/2024,Notebook B,Computadores,32,2500,132500,Loja 1,933
8/14/2024,Tablet C,Celular,32,800,77600,Loja 1,934
8/2/2024,Tablet B,Celular,32,1000,85000,Loja 1,935
7/31/2024,Tablet A,Celular,32,1100,31900,Loja 1,936
10/31/2024,Tablet B,Celular,32,1000,64000,Loja 1,937
4/4/2024,Notebook B,Computadores,32,2500,12500,Loja 1,938
3/15/2024,Notebook B,Computadores,32,2500,97500,Loja 1,939
11/7/2024,Smartfone B,Celular,32,2000,152000,Loja 1,940
9/14/2024,Tablet C,Celular,32,800,33600,Loja 1,941
10/10/2024,Tablet B,Celular,33,1000,28000,Loja 1,942
1/10/2024,Smartfone A,Celular,33,2200,215600,Loja 1,943
6/16/2024,Smartfone A,Celular,33,2200,112200,Loja 1,944
3/31/2024,Tablet A,Celular,33,1100,70400,Loja 1,945
2/29/2024,Tablet B,Celular,33,1000,16000,Loja 1,946
1/19/2024,Notebook B,Computadores,33,2500,132500,Loja 1,947
1/10/2024,Tablet B,Celular,33,1000,9000,Loja 1,948
9/12/2024,Smartfone A,Celular,33,2200,88000,Loja 1,949
6/10/2024,Tablet A,Celular,33,1100,39600,Loja 1,950
5/5/2024,Smartfone B,Celular,33,2000,98000,Loja 1,951
8/8/2024,Notebook A,Computadores,33,3000,216000,Loja 1,952
10/1/2024,Notebook A,Computadores,33,3000,162000,Loja 1,953
3/9/2024,Notebook B,Computadores,33,2500,200000,Loja 1,954
5/20/2024,Tablet A,Celular,33,1100,84700,Loja 1,955
8/9/2024,Smartfone A,Celular,33,2200,94600,Loja 1,956
6/9/2024,Notebook A,Computadores,33,3000,57000,Loja 1,957
4/1/2024,Smartfone A,Celular,34,2200,114400,Loja 1,958
12/13/2024,Tablet B,Celular,34,1000,63000,Loja 1,959
7/23/2024,Tablet B,Celular,34,1000,97000,Loja 1,960
10/24/2024,Tablet B,Celular,34,1000,92000,Loja 1,961
12/18/2024,Notebook A,Computadores,34,3000,219000,Loja 1,962
4/30/2024,Notebook B,Computadores,34,2500,42500,Loja 1,963
11/25/2024,Notebook B,Computadores,34,2500,90000,Loja 1,964
1/22/2024,Tablet B,Celular,34,1000,13000,Loja 1,965
6/3/2024,Tablet B,Celular,34,1000,23000,Loja 1,966
3/2/2024,Tablet B,Celular,34,1000,11000,Loja 1,967
8/13/2024,Notebook B,Computadores,34,2500,55000,Loja 1,968
3/1/2024,Smartfone B,Celular,34,2000,102000,Loja 1,969
9/16/2024,Smartfone B,Celular,34,2000,10000,Loja 1,970
10/18/2024,Smartfone B,Celular,34,2000,2000,Loja 1,971
12/26/2024,Tablet B,Celular,34,1000,69000,Loja 1,972
3/7/2024,Notebook B,Computadores,34,2500,155000,Loja 1,973
6/1/2024,Tablet B,Celular,34,1000,11000,Loja 1,974
7/1/2024,Tablet B,Celular,34,1000,84000,Loja 1,975
6/25/2024,Tablet C,Celular,34,800,16000,Loja 1,976
5/24/2024,Tablet B,Celular,34,1000,29000,Loja 1,977
10/14/2024,Tablet A,Celular,34,1100,78100,Loja 1,978
6/7/2024,Tablet A,Celular,34,1100,1100,Loja 1,979
1/5/2024,Smartfone B,Celular,34,2000,110000,Loja 1,980
5/20/2024,Notebook B,Computadores,34,2500,142500,Loja 1,981
3/22/2024,Tablet C,Celular,34,800,41600,Loja 1,982
6/13/2024,Tablet B,Celular,34,1000,79000,Loja 1,983
10/17/2024,Smartfone B,Celular,34,2000,40000,Loja 1,984
3/12/2024,Smartfone B,Celular,34,2000,46000,Loja 1,985
5/28/2024,Tablet B,Celular,34,1000,55000,Loja 1,986
6/1/2024,Tablet C,Celular,34,800,11200,Loja 1,987
11/23/2024,Tablet A,Celular,35,1100,4400,Loja 1,988
3/31/2024,Notebook A,Computadores,35,3000,6000,Loja 1,989
12/5/2024,Tablet C,Celular,35,800,32000,Loja 1,990
2/20/2024,Smartfone B,Celular,35,2000,82000,Loja 1,991
6/27/2024,Notebook A,Computadores,35,3000,51000,Loja 1,992
1/9/2024,Tablet B,Celular,35,1000,81000,Loja 1,993
3/2/2024,Tablet B,Celular,35,1000,,Loja 1,994
11/8/2024,Tablet C,Celular,35,800,47200,Loja 1,995
2/7/2024,Smartfone B,Celular,35,2000,70000,Loja 1,996
11/4/2024,Smartfone B,Celular,35,2000,120000,Loja 1,997
2/26/2024,Tablet C,Celular,35,800,20800,Loja 1,998
7/28/2024,Smartfone B,Celular,35,2000,50000,Loja 1,999
2/13/2024,Notebook A,Computadores,35,3000,228000,Loja 1,1000
10/31/2024,Notebook A,Computadores,35,3000,186000,Loja 2,1001
5/20/2024,Tablet A,Celular,35,1100,61600,Loja 2,1002
3/23/2025,Tablet B,Celular,35,1000,47000,Loja 2,1003
2/5/2025,Notebook B,Computadores,35,2500,160000,Loja 2,1004
4/3/2025,Smartfone B,Celular,35,2000,194000,Loja 2,1005
11/16/2024,Tablet B,Celular,35,1000,72000,Loja 2,1006
11/10/2024,Tablet B,Celular,35,1000,38000,Loja 2,1007
9/5/2024,Smartfone B,Celular,35,2000,82000,Loja 2,1008
5/21/2024,Notebook B,Computadores,35,2500,190000,Loja 2,1009
10/15/2024,Smartfone B,Celular,36,2000,130000,Loja 2,1010
1/5/2025,Tablet A,Celular,36,1100,103400,Loja 2,1011
7/19/2024,Smartfone B,Celular,36,2000,6000,Loja 2,1012
8/29/2024,Smartfone B,Celular,36,2000,108000,Loja 2,1013
1/2/2025,Tablet B,Celular,36,1000,17000,Loja 2,1014
12/28/2024,Tablet B,Celular,36,1000,16000,Loja 2,1015
12/20/2024,Smartfone B,Celular,36,2000,74000,Loja 2,1016
12/31/2024,Tablet A,Celular,36,1100,81400,Loja 2,1017
8/29/2024,Smartfone B,Celular,36,2000,132000,Loja 2,1018
3/1/2025,Tablet A,Celular,36,1100,13200,Loja 2,1019
5/12/2024,Tablet B,Celular,36,1000,67000,Loja 2,1020
8/12/2024,Tablet A,Celular,36,1100,14300,Loja 2,1021
1/25/2025,Tablet B,Celular,36,1000,65000,Loja 2,1022
7/2/2024,Tablet B,Celular,36,1000,43000,Loja 2,1023
2/3/2025,Tablet B,Celular,36,1000,42000,Loja 2,1024
12/21/2024,Tablet B,Celular,36,1000,55000,Loja 2,1025
1/25/2025,Smartfone B,Celular,36,2000,64000,Loja 2,1026
2/21/2025,Tablet B,Celular,36,1000,93000,Loja 2,1027
3/19/2025,Smartfone A,Celular,36,2200,55000,Loja 2,1028
8/24/2024,Notebook B,Computadores,36,2500,30000,Loja 2,1029
4/19/2025,Tablet A,Celular,36,1100,88000,Loja 2,1030
7/28/2024,Smartfone B,Celular,36,2000,196000,Loja 2,1031
5/7/2024,Smartfone B,Celular,36,2000,80000,Loja 2,1032
12/5/2024,Tablet B,Celular,36,1000,59000,Loja 2,1033
4/14/2025,Tablet C,Celular,36,800,54400,Loja 2,1034
9/26/2024,Tablet B,Celular,36,1000,68000,Loja 2,1035
3/16/2025,Tablet A,Celular,36,1100,104500,Loja 2,1036
7/23/2024,Notebook B,Computadores,36,2500,177500,Loja 2,1037
9/27/2024,Tablet A,Celular,36,1100,2200,Loja 2,1038
11/9/2024,Tablet A,Celular,36,1100,31900,Loja 2,1039
8/25/2024,Smartfone B,Celular,36,2000,128000,Loja 2,1040
6/26/2024,Notebook B,Computadores,36,2500,145000,Loja 2,1041
5/5/2024,Tablet A,Celular,36,1100,61600,Loja 2,1042
5/31/2024,Notebook B,Computadores,36,2500,100000,Loja 2,1043
2/14/2025,Smartfone A,Celular,36,2200,211200,Loja 2,1044
12/11/2024,Smartfone B,Celular,36,2000,112000,Loja 2,1045
12/17/2024,Tablet B,Celular,36,1000,55000,Loja 2,1046
11/7/2024,Tablet A,Celular,36,1100,83600,Loja 2,1047
12/30/2024,Tablet B,Celular,36,1000,10000,Loja 2,1048
5/24/2024,Smartfone A,Celular,36,2200,147400,Loja 2,1049
6/12/2024,Smartfone B,Celular,36,2000,14000,Loja 2,1050
9/17/2024,Tablet A,Celular,36,1100,61600,Loja 2,1051
7/17/2024,Tablet B,Celular,36,1000,40000,Loja 2,1052
1/11/2025,Notebook B,Computadores,36,2500,230000,Loja 2,1053
12/14/2024,Tablet B,Celular,37,1000,24000,Loja 2,1054
2/11/2025,Tablet B,Celular,37,1000,85000,Loja 2,1055
5/25/2024,Smartfone A,Celular,37,2200,61600,Loja 2,1056
11/4/2024,Smartfone B,Celular,37,2000,190000,Loja 2,1057
2/7/2025,Tablet B,Celular,37,1000,67000,Loja 2,1058
4/30/2025,Tablet A,Celular,37,1100,102300,Loja 2,1059
4/9/2025,Tablet B,Celular,37,1000,37000,Loja 2,1060
5/11/2024,Tablet B,Celular,37,1000,74000,Loja 2,1061
9/28/2024,Tablet B,Celular,37,1000,62000,Loja 2,1062
8/18/2024,Tablet B,Celular,37,1000,76000,Loja 2,1063
4/15/2025,Tablet B,Celular,37,1000,82000,Loja 2,1064
2/10/2025,Tablet B,Celular,37,1000,72000,Loja 2,1065
10/25/2024,Smartfone B,Celular,37,2000,72000,Loja 2,1066
11/26/2024,Notebook B,Computadores,37,2500,165000,Loja 2,1067
6/2/2024,Smartfone B,Celular,37,2000,6000,Loja 2,1068
2/22/2025,Tablet B,Celular,37,1000,87000,Loja 2,1069
11/2/2024,Tablet A,Celular,37,1100,44000,Loja 2,1070
8/10/2024,Smartfone B,Celular,37,2000,92000,Loja 2,1071
2/24/2025,Smartfone B,Celular,37,2000,182000,Loja 2,1072
9/16/2024,Tablet A,Celular,37,1100,25300,Loja 2,1073
3/25/2025,Smartfone B,Celular,37,2000,14000,Loja 2,1074
11/28/2024,Notebook B,Computadores,37,2500,137500,Loja 2,1075
5/11/2024,Tablet A,Celular,37,1100,22000,Loja 2,1076
12/3/2024,Tablet A,Celular,37,1100,68200,Loja 2,1077
4/18/2025,Tablet C,Celular,37,800,40800,Loja 2,1078
12/3/2024,Notebook A,Computadores,37,3000,18000,Loja 2,1079
2/3/2025,Tablet A,Celular,37,1100,96800,Loja 2,1080
6/18/2024,Notebook B,Computadores,37,2500,65000,Loja 2,1081
2/16/2025,Tablet A,Celular,37,1100,90200,Loja 2,1082
1/30/2025,Tablet B,Celular,37,1000,71000,Loja 2,1083
8/20/2024,Tablet B,Celular,37,1000,85000,Loja 2,1084
2/8/2025,Notebook A,Computadores,38,3000,123000,Loja 2,1085
3/26/2025,Notebook A,Computadores,38,3000,129000,Loja 2,1086
8/21/2024,Smartfone A,Celular,38,2200,28600,Loja 2,1087
7/20/2024,Smartfone B,Celular,38,2000,144000,Loja 2,1088
11/20/2024,Notebook A,Computadores,38,3000,222000,Loja 2,1089
11/25/2024,Tablet C,Celular,38,800,16000,Loja 2,1090
2/13/2025,Smartfone B,Celular,38,2000,34000,Loja 2,1091
8/31/2024,Tablet B,Celular,38,1000,23000,Loja 2,1092
8/23/2024,Notebook A,Computadores,38,3000,105000,Loja 2,1093
7/6/2024,Tablet A,Celular,38,1100,56100,Loja 2,1094
10/19/2024,Notebook B,Computadores,38,2500,50000,Loja 2,1095
6/22/2024,Tablet B,Celular,38,1000,46000,Loja 2,1096
3/17/2025,Notebook B,Computadores,38,2500,195000,Loja 2,1097
6/11/2024,Tablet C,Celular,38,800,6400,Loja 2,1098
8/24/2024,Tablet B,Celular,38,1000,35000,Loja 2,1099
11/21/2024,Tablet C,Celular,38,800,21600,Loja 2,1100
3/3/2025,Notebook B,Computadores,38,2500,160000,Loja 2,1101
7/11/2024,Tablet A,Celular,38,1100,36300,Loja 2,1102
9/15/2024,Smartfone B,Celular,38,2000,190000,Loja 2,1103
5/11/2024,Smartfone B,Celular,38,2000,156000,Loja 2,1104
2/23/2025,Tablet B,Celular,38,1000,79000,Loja 2,1105
10/28/2024,Tablet B,Celular,38,1000,36000,Loja 2,1106
8/15/2024,Tablet B,Celular,38,1000,31000,Loja 2,1107
4/8/2025,Smartfone A,Celular,38,2200,22000,Loja 2,1108
2/22/2025,Smartfone A,Celular,38,2200,99000,Loja 2,1109
6/11/2024,Tablet A,Celular,38,1100,22000,Loja 2,1110
8/23/2024,Tablet B,Celular,38,1000,32000,Loja 2,1111
10/28/2024,Notebook B,Computadores,38,2500,155000,Loja 2,1112
7/1/2024,Smartfone B,Celular,38,2000,160000,Loja 2,1113
2/28/2025,Tablet C,Celular,38,800,34400,Loja 2,1114
12/19/2024,Notebook B,Computadores,38,2500,127500,Loja 2,1115
12/11/2024,Tablet A,Celular,38,1100,77000,Loja 2,1116
6/13/2024,Tablet A,Celular,39,1100,81400,Loja 2,1117
8/13/2024,Tablet B,Celular,39,1000,19000,Loja 2,1118
12/15/2024,Notebook A,Computadores,39,3000,51000,Loja 2,1119
12/17/2024,Tablet B,Celular,39,1000,73000,Loja 2,1120
2/25/2025,Smartfone B,Celular,39,2000,94000,Loja 2,1121
11/21/2024,Smartfone B,Celular,39,2000,8000,Loja 2,1122
1/19/2025,Smartfone B,Celular,39,2000,44000,Loja 2,1123
3/31/2025,Tablet B,Celular,39,1000,89000,Loja 2,1124
12/8/2024,Smartfone B,Celular,39,2000,182000,Loja 2,1125
3/21/2025,Smartfone B,Celular,39,2000,158000,Loja 2,1126
11/20/2024,Tablet A,Celular,39,1100,89100,Loja 2,1127
6/3/2024,Notebook B,Computadores,39,2500,62500,Loja 2,1128
2/17/2025,Tablet B,Celular,39,1000,64000,Loja 2,1129
12/8/2024,Tablet B,Celular,39,1000,48000,Loja 2,1130
5/12/2024,Notebook B,Computadores,39,2500,100000,Loja 2,1131
8/24/2024,Tablet A,Celular,39,1100,44000,Loja 2,1132
1/23/2025,Notebook B,Computadores,39,2500,67500,Loja 2,1133
1/21/2025,Notebook B,Computadores,39,2500,212500,Loja 2,1134
1/19/2025,Notebook B,Computadores,39,2500,197500,Loja 2,1135
3/4/2025,Tablet C,Celular,39,800,44800,Loja 2,1136
2/23/2025,Tablet A,Celular,39,1100,24200,Loja 2,1137
1/28/2025,Tablet B,Celular,40,1000,14000,Loja 2,1138
10/31/2024,Tablet B,Celular,40,1000,42000,Loja 2,1139
1/24/2025,Tablet B,Celular,40,1000,12000,Loja 2,1140
9/6/2024,Tablet C,Celular,40,800,75200,Loja 2,1141
11/3/2024,Tablet B,Celular,40,1000,10000,Loja 2,1142
4/13/2025,Smartfone B,Celular,40,2000,62000,Loja 2,1143
5/27/2024,Tablet A,Celular,40,1100,44000,Loja 2,1144
4/29/2025,Smartfone A,Celular,40,2200,112200,Loja 2,1145
6/1/2024,Smartfone B,Celular,40,2000,28000,Loja 2,1146
3/14/2025,Notebook B,Computadores,40,2500,155000,Loja 2,1147
8/26/2024,Tablet A,Celular,40,1100,34100,Loja 2,1148
4/9/2025,Tablet A,Celular,40,1100,95700,Loja 2,1149
2/20/2025,Tablet B,Celular,40,1000,60000,Loja 2,1150
8/2/2024,Tablet B,Celular,40,1000,68000,Loja 2,1151
11/19/2024,Tablet C,Celular,40,800,66400,Loja 2,1152
12/6/2024,Smartfone A,Celular,40,2200,114400,Loja 2,1153
5/17/2024,Tablet A,Celular,40,1100,99000,Loja 2,1154
5/21/2024,Smartfone B,Celular,40,2000,90000,Loja 2,1155
12/17/2024,Tablet B,Celular,40,1000,64000,Loja 2,1156
10/12/2024,Smartfone B,Celular,40,2000,164000,Loja 2,1157
11/30/2024,Tablet B,Celular,40,1000,55000,Loja 2,1158
9/4/2024,Smartfone B,Celular,40,2000,148000,Loja 2,1159
4/11/2025,Notebook A,Computadores,40,3000,0,Loja 2,1160
12/1/2024,Tablet A,Celular,40,1100,26400,Loja 2,1161
10/25/2024,Tablet C,Celular,40,800,59200,Loja 2,1162
9/23/2024,Notebook A,Computadores,40,3000,204000,Loja 2,1163
9/12/2024,Tablet C,Celular,40,800,76000,Loja 2,1164
12/24/2024,Smartfone B,Celular,40,2000,172000,Loja 2,1165
3/16/2025,Tablet B,Celular,40,1000,8000,Loja 2,1166
8/17/2024,Notebook A,Computadores,40,3000,147000,Loja 2,1167
4/9/2025,Smartfone B,Celular,40,2000,116000,Loja 2,1168
2/18/2025,Tablet B,Celular,40,1000,78000,Loja 2,1169
8/18/2024,Smartfone A,Celular,40,2200,79200,Loja 2,1170
9/27/2024,Notebook B,Computadores,40,2500,30000,Loja 2,1171
4/14/2025,Smartfone B,Celular,40,2000,166000,Loja 2,1172
1/30/2025,Notebook A,Computadores,40,3000,291000,Loja 2,1173
6/29/2024,Smartfone B,Celular,40,2000,12000,Loja 2,1174
9/30/2024,Tablet A,Celular,40,1100,60500,Loja 2,1175
3/26/2025,Notebook B,Computadores,40,2500,165000,Loja 2,1176
5/19/2024,Tablet B,Celular,40,1000,95000,Loja 2,1177
10/6/2024,Tablet A,Celular,40,1100,49500,Loja 2,1178
7/4/2024,Smartfone A,Celular,40,2200,191400,Loja 2,1179
11/17/2024,Smartfone B,Celular,40,2000,178000,Loja 2,1180
8/8/2024,Smartfone B,Celular,40,2000,66000,Loja 2,1181
6/13/2024,Tablet A,Celular,40,1100,27500,Loja 2,1182
12/19/2024,Tablet C,Celular,40,800,16800,Loja 2,1183
4/8/2025,Notebook A,Computadores,40,3000,255000,Loja 2,1184
6/17/2024,Notebook B,Computadores,40,2500,70000,Loja 2,1185
12/28/2024,Tablet B,Celular,40,1000,20000,Loja 2,1186
1/22/2025,Notebook A,Computadores,40,3000,195000,Loja 2,1187
7/25/2024,Tablet B,Celular,40,1000,7000,Loja 2,1188
6/21/2024,Notebook B,Computadores,41,2500,22500,Loja 2,1189
9/22/2024,Tablet B,Celular,41,1000,18000,Loja 2,1190
4/11/2025,Notebook B,Computadores,41,2500,45000,Loja 2,1191
2/9/2025,Smartfone A,Celular,41,2200,107800,Loja 2,1192
2/9/2025,Smartfone B,Celular,41,2000,158000,Loja 2,1193
11/9/2024,Notebook B,Computadores,41,2500,142500,Loja 2,1194
6/4/2024,Tablet A,Celular,41,1100,47300,Loja 2,1195
8/6/2024,Smartfone B,Celular,41,2000,182000,Loja 2,1196
10/24/2024,Tablet A,Celular,41,1100,97900,Loja 2,1197
7/1/2024,Tablet B,Celular,41,1000,92000,Loja 2,1198
2/27/2025,Smartfone B,Celular,41,2000,180000,Loja 2,1199
2/18/2025,Notebook B,Computadores,41,2500,192500,Loja 2,1200
1/26/2025,Notebook A,Computadores,41,3000,270000,Loja 2,1201
7/22/2024,Smartfone A,Celular,41,2200,41800,Loja 2,1202
9/19/2024,Tablet B,Celular,41,1000,90000,Loja 2,1203
7/9/2024,Smartfone B,Celular,41,2000,76000,Loja 2,1204
1/19/2025,Tablet B,Celular,41,1000,6000,Loja 2,1205
12/30/2024,Smartfone A,Celular,41,2200,50600,Loja 2,1206
2/19/2025,Tablet C,Celular,41,800,45600,Loja 2,1207
4/16/2025,Tablet A,Celular,41,1100,5500,Loja 2,1208
4/16/2025,Tablet B,Celular,41,1000,68000,Loja 2,1209
5/28/2024,Tablet B,Celular,41,1000,53000,Loja 2,1210
5/23/2024,Notebook B,Computadores,41,2500,85000,Loja 2,1211
4/26/2025,Notebook A,Computadores,41,3000,264000,Loja 2,1212
8/5/2024,Tablet B,Celular,41,1000,16000,Loja 2,1213
11/11/2024,Smartfone B,Celular,41,2000,26000,Loja 2,1214
12/23/2024,Tablet B,Celular,41,1000,6000,Loja 2,1215
11/17/2024,Notebook B,Computadores,41,2500,187500,Loja 2,1216
12/20/2024,Notebook A,Computadores,41,3000,216000,Loja 2,1217
8/1/2024,Smartfone B,Celular,41,2000,24000,Loja 2,1218
4/20/2025,Tablet C,Celular,42,800,25600,Loja 2,1219
3/16/2025,Notebook B,Computadores,42,2500,100000,Loja 2,1220
8/2/2024,Notebook B,Computadores,42,2500,110000,Loja 2,1221
9/24/2024,Tablet B,Celular,42,1000,65000,Loja 2,1222
8/6/2024,Tablet A,Celular,42,1100,104500,Loja 2,1223
4/25/2025,Tablet B,Celular,42,1000,8000,Loja 2,1224
9/2/2024,Tablet A,Celular,42,1100,27500,Loja 2,1225
4/1/2025,Smartfone B,Celular,42,2000,192000,Loja 2,1226
6/9/2024,Smartfone B,Celular,42,2000,12000,Loja 2,1227
8/30/2024,Smartfone A,Celular,42,2200,15400,Loja 2,1228
7/27/2024,Tablet A,Celular,42,1100,27500,Loja 2,1229
9/15/2024,Smartfone B,Celular,42,2000,90000,Loja 2,1230
4/30/2025,Smartfone B,Celular,42,2000,134000,Loja 2,1231
1/10/2025,Tablet B,Celular,42,1000,80000,Loja 2,1232
7/30/2024,Smartfone B,Celular,42,2000,62000,Loja 2,1233
11/21/2024,Tablet C,Celular,42,800,,Loja 2,1234
8/22/2024,Tablet C,Celular,42,800,4800,Loja 2,1235
3/19/2025,Tablet C,Celular,42,800,35200,Loja 2,1236
4/20/2025,Tablet B,Celular,42,1000,4000,Loja 2,1237
1/17/2025,Smartfone B,Celular,42,2000,156000,Loja 2,1238
5/27/2024,Tablet B,Celular,42,1000,36000,Loja 2,1239
7/10/2024,Tablet B,Celular,42,1000,19000,Loja 2,1240
6/16/2024,Tablet A,Celular,43,1100,75900,Loja 2,1241
9/6/2024,Tablet B,Celular,43,1000,17000,Loja 2,1242
9/5/2024,Tablet B,Celular,43,1000,28000,Loja 2,1243
